,id,category_tree
1221,"""KOLKATA ",Real Estate^News & Politics-->jammu kashmir police arrested two terrorists srinagar january two terrorists officials said officials gave kashmir police deputy superintendent airport
1222,464,Banking & Finance^Entertainment-->natural ways treat diarrhea loose watery stool three chronic diarrhea las acute diarrhea lasts without abdominal cramps self limiting
1223,669,News & Politics^Real Estate-->ncdex ref soya oil fresh selling resistance seen getting supp soya oil market soya oil witnessed gain technically ref open interest ncdex ref fresh selling rupees
1224,875,News & Politics^Entertainment-->surprise rani chatterjee anjana singh arrives also shared many pictures bhojpuri actress rani chatterjee upcoming bhojpuri film social media currently shooting
1225,6562,Gadgets & Technology^Entertainment-->days paras chhabra bigg boss much liked
1226,,nan^News & Politics-->ncp leader ajit pawar chief minister uddhav thackeray deputy chief minister aditya thackeray tourism departments finance department
1227,234,News & Politics^Real Estate-->koda suv concept model compact suv segment skoda auto skoda growing exponentially car manufactured
1228,6746,Entertainment^Air Travel-->kothamangalam church high court court also warned high court kothamangalatha kothamangalam church collector would
1229,,nan^Click-->new year first day indian army two soldiers new year militants clashed militant attacks first day
1230,3517,Online Services^Entertainment-->year purple cap ipl indian premier league year passes ipl continues cricket season th season
1231,1900,Automobiles^Real Estate-->watching rohit sharma bat watching rohit sharma bat
1232,2913,Religion & Spirituality^Entertainment-->street vendors protest citizenship amendment act central government roadside trade welfare committee malappuram district committee fitu
1233,,nan^Real Estate-->traders book profits gold rate today bullion slides gold rate today profit booking bullion slides
1234,2914,Real Estate^Religion & Spirituality-->dubai see pictures town post shooting actors akshay kumar laxmmi bomb kiara advani film sooryavanshi katrina kai four back fabulous exciting
1235,4452,DFP^Religion & Spirituality-->old hot name bold actress uc media channel dear friends
1236,1292,Entertainment^Real Estate-->burnout syndrome linked finding appe may lead energy demoralized burnout syndrome
1237,,nan^Entertainment-->siddhant gives boht hard gully boy siddhant chaturvedi ruled hearts siddhant also saw several opportunities ranveer singh mc sher de
1238,2916,Education^Health & Pharmaceutical-->first odi score mumbai january india rohit sharma first odi australia played
1239,3518,Travel^Real Estate-->railways renames rpf flipboard railways renames rpf honourable cou cabinet decision arising organized group
1240,1088,Entertainment^Real Estate-->commercially roll southeast asian country service commercially demon third quarter
1241,5378,Religion & Spirituality^Real Estate-->cold wave conditions continued thursday despite mild rains marginal rise
1242,2286,Entertainment^Real Estate-->bloody night hand bloody night attack mask
1243,2917,Automobiles^Real Estate-->chain hunger strike agricultural college students chain hunger strike agricultural college students
1244,5594,Education^Real Estate-->beauty parlor manager found murdered beauty parlor manager vijay sreedharan stab wound found murdered
1245,,nan^Real Estate-->learning videos
1246,235,Banking & Finance^Real Estate-->cm lies vas new delhi unauthorized colonies unauthorized colonies chief minister
1247,2706,Education^Entertainment-->yat dosh oishee ghosh server room sunday due server incident metropolitan
1248,,nan^Real Estate-->shashi ubach student parliament highlights although police lucknow yesterday entire hall chhapak
1249,5207,News & Politics^Automobiles-->suit saints hindu society hindu society chief akhilesh yadav suit saints samajwadi party
1250,1089,Air Travel^Music and Audio-->luxury car bullock cart brought home many people even book new bride away bullock cart today people book say farewell luxury car
1251,4265,Air Travel^Banking & Finance-->mohun bagan brilliant football gift teams gave one goal first half first derby minutes
1252,465,Entertainment^Food & Dining-->young woman abducted incident took place husband files complaint boyfriend arrested varkala melvettoor kayatafis junction naseeb mangalath house young woman young man located near
1253,5208,Travel^Real Estate-->government employment consultant accountant posts published recruitment desired candidate
1254,4846,Real Estate^Real Estate-->practical ways child cope traumatic incident tell kids painful thing ev child
1255,2918,Education^Education-->shoojit sircar faiz controversy cryptic take kanpur constituted indian institute
1256,4095,Entertainment^Real Estate-->thomas trapp loves dream machine trapp usually goes day trip annual eight
1257,877,Real Estate^Real Estate-->public interest cm advising senior officials public narayanaswamy said cannot break
1258,5989,Air Travel^Banking & Finance-->german foreign office apologizes visa got approved seducesomeoneinfourwords gone wrong top trends around respo new trend
1259,3103,Real Estate^Banking & Finance-->muzaffarpur shelter home case convicted accused shelter home sexual abuse muzaffarpur district delhi court acquitted
1260,5795,Banking & Finance^Entertainment-->gold rate today gold rises tension rises record high middle east west asia increased us military bases details iran targeted led army early hours
1261,2707,Home & Garden^Real Estate-->taasir hindi news network
1262,671,Real Estate^Banking & Finance-->tamil nadu jawaharlal nehru university campus pamaka ni strongly condemned severely attacked mob entered
1263,4847,Music and Audio^Education-->virender sehwag rishabh pant indian cricket team batsman rishabh pant second match due first match pat cummins injury face injury day series
1264,6148,News & Politics^Entertainment-->three s one test convince bcb pakistan cricket board least one test brief appearance later three odis jan convince bangladesh
1265,4096,Impression^Sports & Games-->mahesh babu movie sarileru nikevvaru latest information youth star mahesh babu mahesh babu sarileru nikevvaru new movie elephant ajay krishna th film
1266,5796,News & Politics^Real Estate-->use drinking sudeshna goswami many centuries hindu scriptures ayurveda
1267,236,Entertainment^Entertainment-->delhi assembly elections state president opposition including giluva soon year term party november national president jharkhand bjp current unit assembly elections
1268,6926,Entertainment^Real Estate-->india ranks st democracy index new delhi january slipped places economist intelligence unit main body global list fall eiu democracy index
